gene_id,log_fc,log_cpm,f,p_value,fdr,de_signif,de_status
ENSBTAG00000003519,2.454780120299447,2.5626670973738377,258.7678460759178,2.382643801649105e-33,1.7174279802579178e-30,DE,upregulated
ENSBTAG00000050618,4.310135544942943,4.640198209138362,258.3931869770041,2.5428572064376813e-33,1.7650254409573548e-30,DE,upregulated
ENSBTAG00000052863,3.0607664232335856,3.3801103251818456,254.9054193007135,4.674404283562574e-33,3.0484441336965268e-30,DE,upregulated
ENSBTAG00000051075,3.060643508352628,3.338050593511871,254.8534554260711,4.717191178549665e-33,3.0484441336965268e-30,DE,upregulated
ENSBTAG00000013290,2.2443544403734688,7.224508596855151,254.2003517353519,5.290105998029666e-33,3.3047292169691326e-30,DE,upregulated
ENSBTAG00000008124,1.8823516292759144,5.763008848902769,251.4083344146264,8.654158120120206e-33,5.2318573331991225e-30,Not DE,Not DE
ENSBTAG00000010464,2.0421902520927295,2.522560230705604,248.8179946762211,1.3706668533706555e-32,8.027396093443579e-30,DE,upregulated
ENSBTAG00000015592,2.868616088958922,3.8603750647113073,248.0649487278485,1.5676265318499998e-32,8.641969395091789e-30,DE,upregulated
ENSBTAG00000013706,2.8898063453472114,5.633838835019006,247.95702502642015,1.5981181177434593e-32,8.641969395091789e-30,DE,upregulated
ENSBTAG00000012722,3.927471531650202,1.733738433420413,247.90183658784863,1.6139423127272431e-32,8.641969395091789e-30,Not DE,Not DE
ENSBTAG00000008951,4.385976288677897,7.425977328325602,247.21024187129464,1.8262676919607774e-32,9.507245226399147e-30,DE,upregulated
ENSBTAG00000002233,3.135164435534063,4.908074361176508,246.36055654131252,2.1263951118418531e-32,1.0770478592169775e-29,DE,upregulated
ENSBTAG00000018134,2.431235721905616,2.162507995000501,244.11093556604473,3.1864713120578605e-32,1.5715173384020095e-29,DE,upregulated
ENSBTAG00000017969,2.8532015660598273,3.697159814273768,242.058814517709,4.618134655589214e-32,2.2191913225742935e-29,DE,upregulated
ENSBTAG00000009773,3.577803348302675,6.824848073326204,241.6915540568464,4.93629166985705e-32,2.312776054619775e-29,DE,upregulated
ENSBTAG00000012640,3.0241839459395523,10.037828923406098,241.0354965166204,5.561065002383556e-32,2.5419492490163465e-29,DE,upregulated
ENSBTAG00000020580,2.9945917333783023,8.628129138320322,240.34360044866585,6.307257048725525e-32,2.8143881988134536e-29,DE,upregulated
ENSBTAG00000019627,4.676360788213723,3.65505885746218,240.07570417642535,6.622779018607791e-32,2.886453525296014e-29,DE,upregulated
ENSBTAG00000019567,1.6380778503439728,6.789545708955272,237.78955519232076,1.005939549024946e-31,4.284616610971935e-29,Not DE,Not DE
ENSBTAG00000012638,2.527222973126982,11.60114506259584,234.55762711243025,1.824375557148598e-31,7.597916070338193e-29,DE,upregulated
ENSBTAG00000013555,2.0908971362603492,5.896266170348933,232.70128892705125,2.5741879745843813e-31,1.0487577572105626e-28,DE,upregulated
ENSBTAG00000020892,1.961146527230783,6.654536045389068,231.4256261606122,3.264618470080512e-31,1.301749249952742e-28,Not DE,Not DE
ENSBTAG00000003944,1.8357910887384343,1.8321857780495836,229.79658239315725,4.427260144684208e-31,1.7285683827401402e-28,Not DE,Not DE
ENSBTAG00000007239,3.380917832298333,3.886440942564382,229.23576224547625,4.918344600228666e-31,1.88111624801807e-28,DE,upregulated
ENSBTAG00000025848,-0.6870711682182395,6.09239270289639,228.42897321028877,5.723517393199024e-31,2.145288789318858e-28,Not DE,Not DE
ENSBTAG00000006523,2.537614994811517,9.705267252462436,227.8791805841275,6.347707126980274e-31,2.33259567189681e-28,DE,upregulated
ENSBTAG00000018223,2.167278844103311,8.30985877710809,227.25798750203708,7.1365938884843585e-31,2.572055885847795e-28,DE,upregulated
ENSBTAG00000008428,2.549670569497875,7.231862481502364,224.7102394635487,1.1562803975451524e-30,4.088651118942208e-28,DE,upregulated
ENSBTAG00000019289,1.384243267979118,2.7244087901973586,223.72971378277347,1.3935275623919879e-30,4.836314823479305e-28,Not DE,Not DE
ENSBTAG00000006999,3.1511396347025022,5.940830629829144,221.62127575889647,2.085249398600876e-30,7.105392541668912e-28,DE,upregulated
ENSBTAG00000002148,2.0339077074264797,7.195270900523849,219.7674610182816,2.9779699270503877e-30,9.966095429080594e-28,DE,upregulated
ENSBTAG00000018186,1.8456164659157064,7.251384140893446,219.14409171376255,3.3584835741774486e-30,1.1042340467308696e-27,Not DE,Not DE
ENSBTAG00000010007,2.4195758242016505,4.011215409539582,218.0281109166117,4.1674005501149035e-30,1.3465733398224726e-27,DE,upregulated
ENSBTAG00000004150,2.113406432381445,4.787379108950718,213.1099525762189,1.0875994804157975e-29,3.454695230927536e-27,DE,upregulated
ENSBTAG00000008648,1.6024854606652938,7.216143648753355,212.58321469223657,1.2062482943991315e-29,3.767716547555688e-27,Not DE,Not DE
ENSBTAG00000039556,2.0616571205925185,4.453520554198037,211.7259865463333,1.4281198597155274e-29,4.387605621463722e-27,DE,upregulated
ENSBTAG00000020759,1.1011819375674856,7.655292135458296,211.26160153915015,1.5651804330322638e-29,4.7311365315254286e-27,Not DE,Not DE
ENSBTAG00000006354,3.0702826101842753,9.295763302624128,210.31076291033912,1.8889586297631947e-29,5.619202171490799e-27,DE,upregulated
ENSBTAG00000001511,1.9472486162433331,8.357278703895272,208.1820446867399,2.883080569039419e-29,8.442470772557461e-27,Not DE,Not DE
ENSBTAG00000006685,1.7123276916342158,2.2751476149116217,206.26181402767568,4.2314375071437507e-29,1.2193009743462588e-26,Not DE,Not DE
ENSBTAG00000019049,2.5352577578660886,1.8172101884149048,206.14060793793973,4.3354810980405906e-29,1.2193009743462588e-26,Not DE,Not DE
ENSBTAG00000043956,-0.5531227090193042,4.881952701228899,206.11354859948793,4.3590611643561884e-29,1.2193009743462588e-26,Not DE,Not DE
ENSBTAG00000008611,-1.1876329325872257,4.19723015084856,205.93044042361936,4.522082391415481e-29,1.2462992073164344e-26,Not DE,Not DE
ENSBTAG00000015520,1.5749974969622922,8.113319121666093,205.7237405458409,4.7135565239489437e-29,1.2802429393525675e-26,Not DE,Not DE
ENSBTAG00000017593,1.827288313699569,6.744099129936492,205.614523769647,4.8180295316634997e-29,1.289924163612938e-26,Not DE,Not DE
ENSBTAG00000053579,2.3165006359254763,0.22198423811236245,204.92640004173248,5.532553648971351e-29,1.4483095804221974e-26,Not DE,Not DE
ENSBTAG00000020257,2.4826077525077515,4.813741409925817,204.89806562150548,5.56417959502685e-29,1.4483095804221974e-26,DE,upregulated
ENSBTAG00000015032,1.6992739095118874,7.32745515045113,202.81464931191744,8.472137100650616e-29,2.1750181014149752e-26,Not DE,Not DE
ENSBTAG00000021846,2.4631193414086767,-0.25080743604669187,202.47595983128156,9.073661086942967e-29,2.2979659787891642e-26,Not DE,Not DE
ENSBTAG00000054765,2.1943188298296508,2.84434762086863,201.45886295430589,1.1153783762417624e-28,2.7871074865529155e-26,DE,upregulated
ENSBTAG00000010328,1.694796910649515,4.310040584954183,201.3447997516436,1.1415419445965519e-28,2.814952313642629e-26,Not DE,Not DE
ENSBTAG00000039037,5.3601605334332945,6.36281911963475,200.1726611863786,1.4493345552309231e-28,3.527529727218537e-26,DE,upregulated
ENSBTAG00000008592,2.840295381674374,0.6761853889255712,200.10129768896573,1.470593187863932e-28,3.533382940225378e-26,Not DE,Not DE
ENSBTAG00000010662,1.535225582963568,6.879415971626107,199.55927962657472,1.642736099155843e-28,3.897027498010082e-26,Not DE,Not DE
ENSBTAG00000038381,1.1181601250243316,5.749702508794655,199.32098111334773,1.7247606144948662e-28,4.040467334531036e-26,Not DE,Not DE
ENSBTAG00000018101,1.2131688549996942,8.98285195275796,199.10404077429783,1.8030442673933791e-28,4.171710199409793e-26,Not DE,Not DE
ENSBTAG00000048460,1.3209780320897673,4.981826840040967,198.70227917565964,1.9576747648946725e-28,4.3828533861665596e-26,Not DE,Not DE
ENSBTAG00000013205,2.381767048856659,5.611891269837521,198.686839084363,1.9638788891140574e-28,4.3828533861665596e-26,DE,upregulated
ENSBTAG00000005958,1.1599430080826063,8.726398342321692,198.68539229420543,1.964461258406654e-28,4.3828533861665596e-26,Not DE,Not DE
ENSBTAG00000016139,1.2736031205356455,5.324925036034612,195.557078201344,3.740985948493727e-28,8.248213842437756e-26,Not DE,Not DE
ENSBTAG00000006343,4.960527522209492,7.504966178982173,194.4680177061387,4.6880932627937265e-28,1.021622742302526e-25,DE,upregulated
ENSBTAG00000054057,2.067599400573161,1.3311672066184352,193.89055598725216,5.28563147254275e-28,1.1385979244473986e-25,Not DE,Not DE
ENSBTAG00000006966,-0.5781195244392754,4.437116352100472,193.7077816686212,5.4904322726843735e-28,1.1692749002542938e-25,Not DE,Not DE
ENSBTAG00000013201,2.376333642090952,6.938137968181658,193.3528816960241,5.911399242790917e-28,1.2447812720128604e-25,DE,upregulated
ENSBTAG00000003693,-0.4929142556095894,8.36894298178039,192.6600278500462,6.8300859966057605e-28,1.4222515740265397e-25,Not DE,Not DE
ENSBTAG00000000928,1.2222872226440853,4.241094369850955,191.51522169454063,8.67714990040841e-28,1.787016113006088e-25,Not DE,Not DE
ENSBTAG00000046152,2.8605100308730207,5.325060584425391,191.21441322834897,9.24169892182145e-28,1.882594342324519e-25,DE,upregulated
ENSBTAG00000035081,1.803108503663437,7.231915634437324,191.07560804337055,9.514635461995895e-28,1.917352507454463e-25,Not DE,Not DE
ENSBTAG00000021240,3.0289837722547004,4.51972779101754,190.4062078507789,1.0950328787736214e-27,2.183192678840046e-25,DE,upregulated
ENSBTAG00000049569,5.537993704110461,6.971861493066077,190.2197228062787,1.138814641128532e-27,2.246581598883139e-25,DE,upregulated
ENSBTAG00000006752,1.3769614894752038,6.969854294523668,189.53093499454,1.3165083281703576e-27,2.5700711019000697e-25,Not DE,Not DE
ENSBTAG00000020515,0.9940767216464638,5.330177878893987,189.37557168932207,1.3603348043160622e-27,2.628250986359518e-25,Not DE,Not DE
ENSBTAG00000015312,1.3526167569286829,5.673665847860596,188.44713441071855,1.6549279051375363e-27,3.1647963132839356e-25,Not DE,Not DE
ENSBTAG00000052022,2.1111108545716943,2.5298426428549385,187.93853302347816,1.8429747070712923e-27,3.488806968204353e-25,DE,upregulated
ENSBTAG00000012252,1.511156239013971,4.502415494324362,186.97106984275996,2.2627318366129447e-27,4.240585734996319e-25,Not DE,Not DE
ENSBTAG00000016204,1.5641340866307605,6.247684037163147,185.65227833063983,2.9959978882450828e-27,5.5592075666931775e-25,Not DE,Not DE
ENSBTAG00000009019,1.7840735000652646,1.944045332650557,185.4627840142125,3.119604781483884e-27,5.731815020567596e-25,Not DE,Not DE
ENSBTAG00000005730,1.0090731887137234,7.5274149411388285,185.3679388762339,3.1834028788099825e-27,5.792247898230863e-25,Not DE,Not DE
ENSBTAG00000001462,5.83312606007315,-0.2005418909139285,185.11581336097396,3.359510725412753e-27,6.0539029331692685e-25,Not DE,Not DE
ENSBTAG00000006235,0.3975014190158536,6.536598916807845,184.4385484534158,3.8831429086204675e-27,6.930855357186303e-25,Not DE,Not DE
ENSBTAG00000015329,1.7698530349850572,5.627681742036155,183.6438224515556,4.604387571695782e-27,8.140644101995344e-25,Not DE,Not DE
ENSBTAG00000027064,1.3941537093308336,4.8263255629369795,183.01214292420823,5.2736709398869244e-27,9.2368100078898e-25,Not DE,Not DE
ENSBTAG00000048835,5.49850663632886,7.65601803121738,182.8735985518165,5.4332053582630486e-27,9.42812052029702e-25,DE,upregulated
ENSBTAG00000032996,1.0698254633966648,4.212050556645507,182.7906646558895,5.5310384722768175e-27,9.463054857165284e-25,Not DE,Not DE
ENSBTAG00000011677,2.310638122583451,6.780262937019536,182.77114387601844,5.5543249255012076e-27,9.463054857165284e-25,DE,upregulated
ENSBTAG00000046533,1.790713886997312,8.51664195036484,182.22722724771876,6.2447681687336e-27,1.0543531554075351e-24,Not DE,Not DE
ENSBTAG00000034402,1.8395262278043163,0.31363887164781196,180.84174206735773,8.424209778388702e-27,1.4096260308641307e-24,Not DE,Not DE
ENSBTAG00000012723,-0.5207885998677244,4.01710389025664,180.7287608232863,8.632895198310866e-27,1.4317618487747248e-24,Not DE,Not DE
ENSBTAG00000004799,1.5742235036658303,3.121596588841191,179.8539563525629,1.0436914848796031e-26,1.7157738700112838e-24,Not DE,Not DE
ENSBTAG00000052721,2.1800254710086784,2.136110066989559,179.8121418285481,1.0532155314706007e-26,1.7163749804600458e-24,DE,upregulated
ENSBTAG00000008645,0.537177585288318,6.364698487616311,179.34752931743202,1.1651662837091052e-26,1.882446665775202e-24,Not DE,Not DE
ENSBTAG00000020780,1.2737832435696663,8.747756055602238,179.03945752729058,1.2459861828461836e-26,1.9958142780102845e-24,Not DE,Not DE
ENSBTAG00000011337,1.247944753838898,2.754106448020289,178.81898627079298,1.3072972180209352e-26,2.0762760307568088e-24,Not DE,Not DE
ENSBTAG00000020430,2.097365713308275,3.0813083025215273,178.54375520884895,1.3881535276245463e-26,2.1861668286732455e-24,DE,upregulated
ENSBTAG00000008849,1.4003531983434665,4.093383805667048,177.91253940721444,1.5933003777242615e-26,2.4883368649108657e-24,Not DE,Not DE
ENSBTAG00000003882,0.8854658864440931,7.03258274222379,177.69817358946264,1.6697605870589592e-26,2.5861969555431367e-24,Not DE,Not DE
ENSBTAG00000009493,1.042005739348052,7.334590970268808,177.45421769680428,1.7613177937141308e-26,2.7056439977046335e-24,Not DE,Not DE
ENSBTAG00000054425,2.3899162109040653,0.7356589641263515,177.18065416303455,1.87006420770369e-26,2.8493392940304758e-24,Not DE,Not DE
ENSBTAG00000038464,5.683054584722026,-1.929144891090924,177.03720650921454,1.9297855913052975e-26,2.9166219166655306e-24,Not DE,Not DE
ENSBTAG00000017866,3.7641500830385106,1.031290077185546,176.84138383125563,2.0144501909149343e-26,3.020224882234942e-24,Not DE,Not DE
ENSBTAG00000010498,1.4251919315517656,8.126749885534073,176.7742736717642,2.044324773687487e-26,3.0406897288632696e-24,Not DE,Not DE
ENSBTAG00000050320,2.2710224316391563,0.07192196342390325,176.29037671338136,2.2734742810318036e-26,3.3403152091609215e-24,Not DE,Not DE
ENSBTAG00000006921,1.9999768344416151,6.470862852404517,176.2745049109191,2.2814169295800543e-26,3.3403152091609215e-24,Not DE,Not DE
ENSBTAG00000015126,0.8835187966863266,5.151794149961002,175.79790396893924,2.5335056892106046e-26,3.6806534977903825e-24,Not DE,Not DE
ENSBTAG00000045880,1.7124436507001388,7.433110284237499,175.6886337878228,2.5951799597559676e-26,3.7412513558297375e-24,Not DE,Not DE
ENSBTAG00000000746,1.4735273194822285,7.081249795286802,175.51990549794496,2.69342054892642e-26,3.853236221941224e-24,Not DE,Not DE
ENSBTAG00000014548,1.6362348764276975,6.392152538860006,175.395990455553,2.767965386635011e-26,3.9298817659792984e-24,Not DE,Not DE
ENSBTAG00000019517,1.6518152668327677,6.295413858260125,175.02455209726585,3.0042027953002273e-26,4.233215382460268e-24,Not DE,Not DE
ENSBTAG00000012125,0.8462832177623633,8.445675264017819,174.61935982944007,3.285329207236961e-26,4.594802587524469e-24,Not DE,Not DE
ENSBTAG00000006156,2.054322299205186,5.491926511145437,174.38235809913544,3.4619929083915883e-26,4.806015488604944e-24,DE,upregulated
ENSBTAG00000011037,2.137012688541733,2.9709944083965287,174.22197930578432,3.586981663142237e-26,4.9429134815403426e-24,DE,upregulated
ENSBTAG00000020261,3.3201594419540164,-0.8688123754275908,173.44119061252553,4.264143693689803e-26,5.8331618221489485e-24,Not DE,Not DE
ENSBTAG00000001602,0.8527126394656428,7.316084023390256,173.27519740740505,4.424080493597349e-26,5.974886857325463e-24,Not DE,Not DE
ENSBTAG00000023073,1.0425905176800252,2.563251923256854,173.26763537143506,4.431509914989805e-26,5.974886857325463e-24,Not DE,Not DE
ENSBTAG00000004059,1.0062815755442107,6.6245233455090915,172.70700791471705,5.019100157693601e-26,6.718782575381127e-24,Not DE,Not DE
ENSBTAG00000018862,1.599441067701577,6.323774460115722,172.59722770778177,5.1431129145462967e-26,6.835963058972494e-24,Not DE,Not DE
ENSBTAG00000009084,0.8525409724497011,7.291452526795593,172.01516564960775,5.854536894975529e-26,7.7267518273758007e-24,Not DE,Not DE
ENSBTAG00000008507,1.0829518699421452,5.925367383520955,171.51920386728904,6.53913803079291e-26,8.569929079376916e-24,Not DE,Not DE
ENSBTAG00000040190,1.0643394517632527,7.426483055074258,171.23225565457597,6.971779495699162e-26,9.07348052284014e-24,Not DE,Not DE
ENSBTAG00000003353,2.5064513638325336,2.3891838933553737,170.5805709076895,8.06547219707178e-26,1.0424483754849807e-23,DE,upregulated
ENSBTAG00000044194,1.9046159150824136,4.2191130041963705,170.30963863368126,8.569990814930976e-26,1.0942313577078655e-23,Not DE,Not DE
ENSBTAG00000001601,1.2281750495886068,10.302451544881666,170.30292381115066,8.582893633373684e-26,1.0942313577078655e-23,Not DE,Not DE
ENSBTAG00000010737,0.35902233986550197,6.833271882240613,170.1866151923771,8.80953986389917e-26,1.115537747225232e-23,Not DE,Not DE
ENSBTAG00000023648,2.050767054342613,7.114231060538587,169.75900952323445,9.696306309111708e-26,1.2195870908661912e-23,DE,upregulated
ENSBTAG00000012507,1.9780415459596732,2.019308061189689,169.50868110899003,1.0256946203734844e-25,1.2736967149945625e-23,Not DE,Not DE
ENSBTAG00000018280,2.9726985305420732,6.619040850682359,169.5063016627929,1.0262430177908276e-25,1.2736967149945625e-23,DE,upregulated
ENSBTAG00000013362,0.9938788502535492,8.478314587659435,169.195241304379,1.1005576811763439e-25,1.3569441778240698e-23,Not DE,Not DE
ENSBTAG00000002455,1.573332195425288,6.564498125559226,168.6391036499613,1.2473122003137598e-25,1.5278351598745212e-23,Not DE,Not DE
ENSBTAG00000053030,2.059598735990253,1.8239161100030084,168.58938639476355,1.2613624297463935e-25,1.535012551680335e-23,Not DE,Not DE
ENSBTAG00000047338,1.4965423635418975,3.575451836615879,168.22398128533408,1.3696781248149814e-25,1.6560734023972624e-23,Not DE,Not DE
ENSBTAG00000014267,1.6489503144007176,2.729119964686274,168.0262132770539,1.4321912940581872e-25,1.720557502688749e-23,Not DE,Not DE
ENSBTAG00000046406,1.2315258581888966,7.846326566358806,167.8729265388274,1.4826301768982967e-25,1.769807143009616e-23,Not DE,Not DE
ENSBTAG00000008173,-0.4336293894300536,4.826043242570989,167.56690887550525,1.5887838113331274e-25,1.8845188233034263e-23,Not DE,Not DE
ENSBTAG00000011202,0.975763832501396,6.074879699339119,167.4600481488462,1.6276427693085513e-25,1.918468750918966e-23,Not DE,Not DE
ENSBTAG00000051132,5.237447373055558,5.2400773991902145,167.30363149396317,1.6862685873848198e-25,1.9751474747611815e-23,DE,upregulated
ENSBTAG00000002319,3.158917912602485,-0.14031422794105547,166.68276185689288,1.9409079459153897e-25,2.2592891810186532e-23,Not DE,Not DE
ENSBTAG00000011879,-0.5504626721540848,3.836729781573443,166.07892899996028,2.2260163047740072e-25,2.5751710844302267e-23,Not DE,Not DE
ENSBTAG00000001051,2.227621803562703,7.216053666719857,165.8092594547944,2.3667370746267427e-25,2.7211668414466126e-23,DE,upregulated
ENSBTAG00000017082,0.767887505464842,6.511175704690735,165.76669721009333,2.3897580448991443e-25,2.7308814341131014e-23,Not DE,Not DE
ENSBTAG00000046875,0.9002033449467245,5.861770128662527,165.36415471226246,2.6190455897610193e-25,2.9747595998612883e-23,Not DE,Not DE
ENSBTAG00000021045,1.316570449455559,4.946267401624853,164.5063976855458,3.1849792703675925e-25,3.595764849756569e-23,Not DE,Not DE
ENSBTAG00000051504,1.876097008069727,1.5923336226002804,164.445080035596,3.2299044487586337e-25,3.6246490583344647e-23,Not DE,Not DE
ENSBTAG00000008851,1.966967721126878,6.454237255505316,163.77854287948566,3.761792578901473e-25,4.196413971499554e-23,Not DE,Not DE
ENSBTAG00000005668,2.4544697853467055,2.926139671797306,163.114814974144,4.379944110820031e-25,4.857072933779775e-23,DE,upregulated
ENSBTAG00000019179,3.2884219165730144,-0.4377719908696313,163.0263124133665,4.469820786712293e-25,4.8909688205670314e-23,Not DE,Not DE
ENSBTAG00000012361,0.99744454434212,6.821490544387941,163.01466876727864,4.4817837089306275e-25,4.8909688205670314e-23,Not DE,Not DE
ENSBTAG00000011106,-0.48592544478205385,4.599112475959335,163.00785113779986,4.488803357011522e-25,4.8909688205670314e-23,Not DE,Not DE
ENSBTAG00000024450,1.0762891326198012,8.048673433470126,162.4711762575924,5.077894946313491e-25,5.500857178546887e-23,Not DE,Not DE
ENSBTAG00000015815,1.1639375962531289,7.567986080195459,162.301804361592,5.279647917894518e-25,5.686544921221907e-23,Not DE,Not DE
ENSBTAG00000014515,-0.474334169550828,5.899739159198264,162.06768732951832,5.5719932838303705e-25,5.967127207557998e-23,Not DE,Not DE
ENSBTAG00000001368,1.0120517974711054,7.968786626942322,161.7231692368009,6.032358818225974e-25,6.423433898430283e-23,Not DE,Not DE
ENSBTAG00000014149,2.9787397054092457,6.945002743868639,161.59629112050183,6.211467750827925e-25,6.576786277868144e-23,DE,upregulated
ENSBTAG00000016359,1.865684961322725,4.183166695147421,161.33930036098894,6.59096578066819e-25,6.939398297500144e-23,Not DE,Not DE
ENSBTAG00000007184,1.3240862628747423,7.004555318953351,161.10810769854066,6.95244647502949e-25,7.279094937906573e-23,Not DE,Not DE
ENSBTAG00000006608,1.862697273772372,5.5359249669215655,160.9138200011626,7.271746961249125e-25,7.571100544487213e-23,Not DE,Not DE
ENSBTAG00000000671,1.4598102673672233,4.042163624831691,160.8620946942736,7.359235735140424e-25,7.597670939573122e-23,Not DE,Not DE
ENSBTAG00000017542,0.9602470827526132,6.4332144446746655,160.85087843212338,7.378347532161081e-25,7.597670939573122e-23,Not DE,Not DE
ENSBTAG00000013761,-0.7049434501254914,7.182481634742684,160.65623252431814,7.718150627288332e-25,7.904145404700036e-23,Not DE,Not DE
ENSBTAG00000012595,1.2392965190032867,7.897680824827825,160.52194552835834,7.961800169250494e-25,8.109353096300191e-23,Not DE,Not DE
ENSBTAG00000051218,2.2636780736392264,-0.7291067497458478,160.48691176296342,8.026639333036932e-25,8.131202580564602e-23,Not DE,Not DE
ENSBTAG00000003594,1.9481663503260471,0.10993778462546304,160.19952184869194,8.579169838421557e-25,8.644205480745076e-23,Not DE,Not DE
ENSBTAG00000013368,2.085486286685754,3.8626452963061464,159.87676201421678,9.245890425071788e-25,9.266162163436916e-23,DE,upregulated
ENSBTAG00000015144,0.9935365667539556,8.91453871021099,158.96049330999423,1.1439751555724071e-24,1.140385020775664e-22,Not DE,Not DE
ENSBTAG00000010065,2.3059463331015984,3.9098929499031057,158.87078149214358,1.1681152027550868e-24,1.1582882018430202e-22,DE,upregulated
ENSBTAG00000033748,2.0416598852695733,5.199486073775414,158.72980434965595,1.2070989164258158e-24,1.1906442522492744e-22,DE,upregulated
ENSBTAG00000008690,1.3026834997453218,5.612093290344077,158.15286624681443,1.38089617888162e-24,1.3549411145769865e-22,Not DE,Not DE
ENSBTAG00000027464,1.290791830750437,1.117966540880713,157.94254490858515,1.4503939005492378e-24,1.415720421364233e-22,Not DE,Not DE
ENSBTAG00000003669,3.6814544751911953,1.515911684929083,157.57114878198377,1.581904367014728e-24,1.5302427773872234e-22,Not DE,Not DE
ENSBTAG00000016477,1.931116107626764,4.7215751281051634,157.56213626190555,1.5852418675441888e-24,1.5302427773872234e-22,Not DE,Not DE
ENSBTAG00000014665,1.2497448398039537,6.035284424903055,157.5433634220256,1.5922167525239239e-24,1.5302427773872234e-22,Not DE,Not DE
ENSBTAG00000010777,0.7374279135343836,6.255096011887347,157.51654332388287,1.6022355876864511e-24,1.5320151606546829e-22,Not DE,Not DE
ENSBTAG00000047520,1.9303376868562865,1.2343514360591292,157.41881687226967,1.6392863360633942e-24,1.5594855443738106e-22,Not DE,Not DE
ENSBTAG00000047213,-0.7496435856639796,2.959915134175405,157.31808476196332,1.678387020732566e-24,1.5886187452297486e-22,Not DE,Not DE
ENSBTAG00000054882,5.07177923870038,4.304313722141064,157.0591775139375,1.783285369963602e-24,1.6794246793209978e-22,DE,upregulated
ENSBTAG00000052465,2.0863904685227532,6.793103402746178,156.30309825647876,2.129327019520531e-24,1.995285883641714e-22,DE,upregulated
ENSBTAG00000033076,1.8997368870807776,3.3928382212747334,156.22004874616965,2.171275001783488e-24,2.0223928131887277e-22,Not DE,Not DE
