gene_id,log_fc,log_cpm,f,p_value,fdr,de_signif,de_status
ENSBTAG00000000347,0.6221810545942692,8.315801703173987,81.60320902063567,1.391856269896046e-15,2.2237662705986182e-14,Not DE,Not DE
ENSBTAG00000014105,0.32658720707450306,7.68695852700137,81.55129494778795,1.4149487823800644e-15,2.2587355307142067e-14,Not DE,Not DE
ENSBTAG00000013145,-0.3004995311428187,5.943339615895121,81.5226643029996,1.427850290296598e-15,2.2773908332296632e-14,Not DE,Not DE
ENSBTAG00000009496,0.3445227435831474,8.027413034398217,81.5171924219577,1.4303295795740772e-15,2.279091618450209e-14,Not DE,Not DE
ENSBTAG00000021632,0.7825909511903786,4.598954917132438,81.5149456996559,1.4313488260583193e-15,2.279091618450209e-14,Not DE,Not DE
ENSBTAG00000007128,0.24034070586182976,6.703945649904225,81.48165186403514,1.446539575139259e-15,2.301324123742347e-14,Not DE,Not DE
ENSBTAG00000009975,1.1034453762987635,3.048109955304899,81.44376928430076,1.4640231277194472e-15,2.3271634806268157e-14,Not DE,Not DE
ENSBTAG00000004161,-0.2510038295831487,7.606359168869068,81.40455326612826,1.4823480778735206e-15,2.3542953667311565e-14,Not DE,Not DE
ENSBTAG00000018973,-0.2701953200288468,5.9228021115270915,81.27955641844008,1.542325318287825e-15,2.4474783056758784e-14,Not DE,Not DE
ENSBTAG00000016557,-0.2527921275063089,4.656031180740301,81.22298768923838,1.570272622164909e-15,2.489719053468067e-14,Not DE,Not DE
ENSBTAG00000021857,0.6219879210519548,4.26346135982026,81.17544366949082,1.5941585602839317e-15,2.5254544022215688e-14,Not DE,Not DE
ENSBTAG00000014645,-0.8992956135229289,0.5279282196315902,81.16805802870199,1.597902031474444e-15,2.5292467881640672e-14,Not DE,Not DE
ENSBTAG00000015767,0.5060549270194226,9.37528182570508,81.15528991092606,1.6043947105471882e-15,2.5373806979210848e-14,Not DE,Not DE
ENSBTAG00000054071,1.286844925950401,1.3493433587775374,80.98493040382448,1.6936303790317373e-15,2.6762501630213983e-14,Not DE,Not DE
ENSBTAG00000002341,-0.593221044899921,9.066062529476271,80.90944043557806,1.7347677384330639e-15,2.7389454242606615e-14,Not DE,Not DE
ENSBTAG00000001058,1.2192879643665806,-0.01134664143954558,80.90527285168385,1.737068131858015e-15,2.7402688433628835e-14,Not DE,Not DE
ENSBTAG00000008490,-0.2688655519283879,4.711783732596184,80.87255872096615,1.7552333139428742e-15,2.76659609222905e-14,Not DE,Not DE
ENSBTAG00000011112,-0.6084184248508181,4.430070133302205,80.84451749700638,1.770957163894391e-15,2.7890343032390572e-14,Not DE,Not DE
ENSBTAG00000007280,0.9385779609543384,5.139091700322405,80.82343596753398,1.7828725096735414e-15,2.805441956657585e-14,Not DE,Not DE
ENSBTAG00000000851,0.6146869860639663,4.532422365800379,80.78407381576822,1.8053383586724226e-15,2.8384099144194523e-14,Not DE,Not DE
ENSBTAG00000019470,0.6728814710343598,5.923253646757961,80.74694322047813,1.826793872645901e-15,2.8697354540869104e-14,Not DE,Not DE
ENSBTAG00000009458,-0.1969833984667653,4.485751292134919,80.6524388234127,1.882577331431917e-15,2.9548895953404985e-14,Not DE,Not DE
ENSBTAG00000015347,1.6271017684912137,-1.5798666977027256,80.64221951231856,1.8887121929979813e-15,2.962038092801269e-14,Not DE,Not DE
ENSBTAG00000006200,0.3906100726177559,4.862233957452805,80.61563301107603,1.904767844976865e-15,2.9847202493905875e-14,Not DE,Not DE
ENSBTAG00000007173,-1.4024831207281685,0.9736233101894712,80.6089689020562,1.9088139838208537e-15,2.9885616433405697e-14,Not DE,Not DE
ENSBTAG00000015769,1.3516695974378503,1.390114050512473,80.58603094059592,1.9228076583357175e-15,3.0079581239457165e-14,Not DE,Not DE
ENSBTAG00000033248,-0.5922904995419744,2.4066226098586037,80.56381322503172,1.936461202172089e-15,3.0267906079989264e-14,Not DE,Not DE
ENSBTAG00000020264,-0.9888968386209788,0.5397747190414807,80.48237044941565,1.987357557455796e-15,3.1037556653565893e-14,Not DE,Not DE
ENSBTAG00000051295,0.7743457437974681,7.508706785330307,80.39647955352339,2.0425058786234204e-15,3.1872275329959635e-14,Not DE,Not DE
ENSBTAG00000020054,-0.5962083263125507,7.532599277200842,80.34364739054737,2.0771970495256434e-15,3.2386647175673946e-14,Not DE,Not DE
ENSBTAG00000017260,0.9831718588217744,0.837868893839516,80.33435613830112,2.0833595128053177e-15,3.2441648665876346e-14,Not DE,Not DE
ENSBTAG00000011011,0.978542632898596,7.286311161733276,80.33311093309786,2.0841868093332865e-15,3.2441648665876346e-14,Not DE,Not DE
ENSBTAG00000000656,-0.34244335341261695,6.767559550602276,80.32593590146696,2.0889602975208613e-15,3.2488966751733166e-14,Not DE,Not DE
ENSBTAG00000006222,0.8944776783962107,4.647094065945991,80.31641997884437,2.095308282066074e-15,3.256067372653424e-14,Not DE,Not DE
ENSBTAG00000030965,-0.35985906169996346,7.2164557150705235,80.28240441867955,2.1181602579114218e-15,3.288851813878869e-14,Not DE,Not DE
ENSBTAG00000019492,-0.45736986121191187,3.179277496113915,80.22551413676058,2.156946484443593e-15,3.3463024888209746e-14,Not DE,Not DE
ENSBTAG00000046672,0.5964626157647869,6.50853159790651,80.22263697995044,2.158927091258945e-15,3.346604848410578e-14,Not DE,Not DE
ENSBTAG00000054158,-0.581240288856584,4.914399253797679,80.18973841513422,2.1817057940456776e-15,3.3791196930752104e-14,Not DE,Not DE
ENSBTAG00000002078,0.4488315736461297,7.384016450865627,80.08645683479585,2.2548145763472668e-15,3.4894698575825045e-14,Not DE,Not DE
ENSBTAG00000018761,0.5949994707330902,5.560441382979423,80.02369806504385,2.300448550046255e-15,3.5571539832027116e-14,Not DE,Not DE
ENSBTAG00000014508,0.5909552881409192,2.696173212640302,80.00141078962605,2.316878966914279e-15,3.5796066544880885e-14,Not DE,Not DE
ENSBTAG00000047129,1.1807084412902724,-0.8277164464146629,79.9855873642174,2.3286164162811884e-15,3.5947776159411665e-14,Not DE,Not DE
ENSBTAG00000011865,-0.26889133972294055,7.873528939832404,79.90952842446347,2.385883035045198e-15,3.680150943191938e-14,Not DE,Not DE
ENSBTAG00000003001,0.5969963141247888,6.181912774087995,79.88560601013312,2.40418868976411e-15,3.705337190367531e-14,Not DE,Not DE
ENSBTAG00000007785,-0.3085921645202819,5.252603146056981,79.8474406386687,2.433688790911349e-15,3.747720758460935e-14,Not DE,Not DE
ENSBTAG00000031789,0.3184840280659907,6.918042577025194,79.7956896794977,2.4742777183035488e-15,3.80709677493652e-14,Not DE,Not DE
ENSBTAG00000017321,-0.4428105058485408,5.132952789711137,79.75926199203083,2.503259821321693e-15,3.848530952534032e-14,Not DE,Not DE
ENSBTAG00000007480,-0.5244151451049847,6.4601694895389805,79.74933601197343,2.511216562278954e-15,3.857599147022121e-14,Not DE,Not DE
ENSBTAG00000016269,0.4672834939108489,7.311746745643939,79.70158298189963,2.5498560464283296e-15,3.9137471061517884e-14,Not DE,Not DE
ENSBTAG00000036262,0.4909200313813432,6.058067822373445,79.6942876975717,2.5558119519122297e-15,3.9196785426176024e-14,Not DE,Not DE
ENSBTAG00000018938,-0.5311539469187117,6.116005755597524,79.68248493257275,2.5654777015766056e-15,3.931285168049646e-14,Not DE,Not DE
ENSBTAG00000012721,1.741604964891107,0.2911734353621883,79.6020659894074,2.6323310394799384e-15,4.0304343146154844e-14,Not DE,Not DE
ENSBTAG00000031385,0.5631243929609956,6.97995894764775,79.53207790960268,2.6919509114293336e-15,4.118355267844664e-14,Not DE,Not DE
ENSBTAG00000001551,0.7556925464545513,6.367931027592875,79.44634651623048,2.766853262956656e-15,4.2294940457643306e-14,Not DE,Not DE
ENSBTAG00000049098,-0.43286480113373543,3.7238207506154057,79.4427796266071,2.770015042750036e-15,4.2308762767871576e-14,Not DE,Not DE
ENSBTAG00000021445,0.699518570917819,6.058637148623468,79.42157665498443,2.788885718322355e-15,4.2562302318468454e-14,Not DE,Not DE
ENSBTAG00000014319,1.051277052795897,2.0716298311680723,79.37671515285962,2.8292437518805745e-15,4.314308962896163e-14,Not DE,Not DE
ENSBTAG00000044284,1.5342263222877444,-1.5466028650366992,79.36441949013108,2.8404082427708706e-15,4.3278122664852744e-14,Not DE,Not DE
ENSBTAG00000015046,1.7286323720244254,-1.2697693273366069,79.25369480167255,2.9429829179191603e-15,4.48045839680934e-14,Not DE,Not DE
ENSBTAG00000007399,0.4879783648891011,7.224124795742018,79.1792805256942,3.0140248004823706e-15,4.5848895118376706e-14,Not DE,Not DE
ENSBTAG00000019683,2.554589316671957,-0.6993937073654585,79.14570659054648,3.046644600201334e-15,4.6307515370943394e-14,Not DE,Not DE
ENSBTAG00000052713,1.0345086873914435,1.5947205112074854,79.10717505448916,3.0845229839730137e-15,4.6845255464050456e-14,Not DE,Not DE
ENSBTAG00000004917,-0.9925653048251074,3.824232733580822,79.04053340648917,3.15116686885836e-15,4.7818638290910556e-14,Not DE,Not DE
ENSBTAG00000030190,1.7295280858021898,1.3563728924088845,78.97505142921385,3.2180747537290928e-15,4.8794448996470005e-14,Not DE,Not DE
ENSBTAG00000002363,0.8114107286906136,4.524528443617853,78.94425250808054,3.2500411373047522e-15,4.923930554100918e-14,Not DE,Not DE
ENSBTAG00000051220,-0.3935419812523911,4.597861286150527,78.90302591822784,3.2933355200489114e-15,4.985492809469842e-14,Not DE,Not DE
ENSBTAG00000010549,0.5034010353329056,5.355047472592717,78.81386637638222,3.388979835113415e-15,5.126139716695763e-14,Not DE,Not DE
ENSBTAG00000008279,0.4564624970414873,4.107561681238952,78.80119643495442,3.4027982217296504e-15,5.1428904414060786e-14,Not DE,Not DE
ENSBTAG00000019630,1.8470342360770289,0.7309199100625656,78.77295531338852,3.4338053633194353e-15,5.1855718222376747e-14,Not DE,Not DE
ENSBTAG00000015099,-0.2587386876635141,4.282293975010213,78.77038198706907,3.436644945513294e-15,5.1856813948361233e-14,Not DE,Not DE
ENSBTAG00000017826,-0.41066704514960617,5.305427266824556,78.62982006142686,3.5954266315951785e-15,5.42090832684837e-14,Not DE,Not DE
ENSBTAG00000019331,1.575915461823141,-1.08357791600605,78.61562610129585,3.611868810296774e-15,5.441321010753363e-14,Not DE,Not DE
ENSBTAG00000019516,0.4886469625458271,5.879981321634561,78.6129860647365,3.614935415940967e-15,5.441566636959812e-14,Not DE,Not DE
ENSBTAG00000011671,1.3541362393931935,-0.7114762443849819,78.55327260642034,3.685007487770351e-15,5.5385125033763693e-14,Not DE,Not DE
ENSBTAG00000054461,0.8754716898889974,7.81882221768629,78.55306882209923,3.685248968417017e-15,5.5385125033763693e-14,Not DE,Not DE
ENSBTAG00000012107,0.48193205228963265,5.914180182297875,78.51974142794481,3.724958193791377e-15,5.5937052491862335e-14,Not DE,Not DE
ENSBTAG00000013874,-0.33710231125784357,4.918200762123716,78.50280256924086,3.745306828230005e-15,5.6197594289718597e-14,Not DE,Not DE
ENSBTAG00000011990,-2.4711472534191072,4.9139769941931934,78.47181843955362,3.782820427985261e-15,5.6715070112697415e-14,DE,downregulated
ENSBTAG00000017461,1.0776303796329103,7.102343223548138,78.44203779611894,3.819236342040391e-15,5.721527440941564e-14,Not DE,Not DE
ENSBTAG00000004541,0.5079381020843057,3.323243982992513,78.36141100082858,3.9196230790105316e-15,5.867224930010894e-14,Not DE,Not DE
ENSBTAG00000021837,0.443738231976106,7.532645162499298,78.34450998791587,3.941003426628911e-15,5.894520767633872e-14,Not DE,Not DE
ENSBTAG00000017786,-1.27005262367565,0.49568950887698593,78.33869598473171,3.948385665927232e-15,5.900852931829526e-14,Not DE,Not DE
ENSBTAG00000003851,0.6359613318639579,7.045839997840493,78.31820752534594,3.974512622407656e-15,5.935166618051145e-14,Not DE,Not DE
ENSBTAG00000017691,-0.7448590503877407,6.252867360434166,78.28139175656553,4.021901980178007e-15,6.001151672811786e-14,Not DE,Not DE
ENSBTAG00000014764,1.0239646377678024,6.13477120643471,78.27580386311351,4.029144693035427e-15,6.007175870499358e-14,Not DE,Not DE
ENSBTAG00000027326,0.5588538155220883,5.119983030661802,78.2669759606001,4.040613908971745e-15,6.019486905249562e-14,Not DE,Not DE
ENSBTAG00000050559,0.9480037110722436,1.6363223106980371,78.2599075135518,4.0498211225119215e-15,6.025435447673836e-14,Not DE,Not DE
ENSBTAG00000019771,-0.637629482366352,7.1790264447964525,78.2589752036251,4.051037118653772e-15,6.025435447673836e-14,Not DE,Not DE
ENSBTAG00000039160,0.3612830519783593,7.734500903540434,78.22979317932617,4.0892866528037675e-15,6.077503660602332e-14,Not DE,Not DE
ENSBTAG00000003022,4.793889167733326,0.6677596356657973,78.21854477309135,4.104127881184035e-15,6.094727466027734e-14,Not DE,Not DE
ENSBTAG00000049371,1.7833077504196213,4.442626567501874,78.15870049044707,4.184010955120122e-15,6.208436208226938e-14,Not DE,Not DE
ENSBTAG00000032055,0.2787945516886891,6.100488376375961,78.12860220913451,4.224782230736965e-15,6.263974983088722e-14,Not DE,Not DE
ENSBTAG00000009171,1.0739436460225695,2.3601168947235327,77.99369004279762,4.4125481296833345e-15,6.537198774576709e-14,Not DE,Not DE
ENSBTAG00000030669,0.7621112804221145,3.942160147313984,77.96567416036295,4.452589726109721e-15,6.591309957110764e-14,Not DE,Not DE
ENSBTAG00000026172,0.6373633570069933,5.975257463766773,77.96026700091141,4.4603602440258535e-15,6.597601525910697e-14,Not DE,Not DE
ENSBTAG00000012980,-0.35195976498930676,3.4750469550406997,77.9416071806788,4.487281747042026e-15,6.63218826666519e-14,Not DE,Not DE
ENSBTAG00000009680,0.426302712034366,5.141828662794977,77.9224589620301,4.515079357437341e-15,6.668014360735478e-14,Not DE,Not DE
ENSBTAG00000020133,-0.4616340957608304,5.162612390706812,77.91828311014174,4.521164648601037e-15,6.671743833026145e-14,Not DE,Not DE
ENSBTAG00000001657,0.6108909328987823,8.655026567915272,77.91147175422401,4.5311084149706574e-15,6.681156790319835e-14,Not DE,Not DE
ENSBTAG00000016890,0.4761082154623677,5.3772447760777595,77.89284617073777,4.558413028285981e-15,6.7161335348355e-14,Not DE,Not DE
ENSBTAG00000010256,0.9565731386543718,1.3129408339377855,77.88390217158336,4.571583984593763e-15,6.73024787551231e-14,Not DE,Not DE
ENSBTAG00000014863,-0.5005877749509968,6.492328983474261,77.86111629109261,4.605313344546718e-15,6.774582212727633e-14,Not DE,Not DE
ENSBTAG00000019036,1.0070463960125986,0.7939094179310128,77.81338075203956,4.67679621347183e-15,6.872224861670387e-14,Not DE,Not DE
ENSBTAG00000020242,1.2820926883541506,1.2300867288902584,77.81190496752156,4.6790240240603035e-15,6.872224861670387e-14,Not DE,Not DE
ENSBTAG00000009982,0.6074316827363391,6.079144789561256,77.77812345291713,4.730315387747123e-15,6.942117516191764e-14,Not DE,Not DE
ENSBTAG00000002108,-0.4056837252281173,7.262032635207914,77.76021852654812,4.757731917395974e-15,6.9768899737025e-14,Not DE,Not DE
ENSBTAG00000053356,1.4007814112123729,3.4851628400120185,77.73749456286487,4.7927598615152766e-15,7.022760951106943e-14,Not DE,Not DE
ENSBTAG00000020149,-0.2375575217168056,5.403654625740997,77.67288911443755,4.893782862173892e-15,7.165186298437572e-14,Not DE,Not DE
ENSBTAG00000043958,0.5209041177019097,6.605431174790193,77.66289599618213,4.909600903863991e-15,7.18273462445863e-14,Not DE,Not DE
ENSBTAG00000005807,0.5045342596805227,5.813283420580198,77.64849812229711,4.9324824934418786e-15,7.21058146720704e-14,Not DE,Not DE
ENSBTAG00000014841,0.490322793308235,5.620735932893312,77.61062050854878,4.993197170477862e-15,7.293648337640345e-14,Not DE,Not DE
ENSBTAG00000014779,0.22997706097492396,6.813808594790977,77.59764879872601,5.0141636528713775e-15,7.318570172777452e-14,Not DE,Not DE
ENSBTAG00000003312,0.7354575029495601,5.559384352455435,77.56924763331837,5.0603816663587554e-15,7.380281152469218e-14,Not DE,Not DE
ENSBTAG00000053105,-0.39374293832173946,4.262744880377265,77.5119053246521,5.155018577114013e-15,7.512457476959077e-14,Not DE,Not DE
ENSBTAG00000019404,0.5249949947885827,6.904265216240727,77.50725458875468,5.162772395262374e-15,7.517911224523089e-14,Not DE,Not DE
ENSBTAG00000039442,0.6505714442080017,7.670425554692431,77.41790836500655,5.314052347020404e-15,7.732193713937063e-14,Not DE,Not DE
ENSBTAG00000002176,0.34862420800927063,5.698418669885154,77.41439214227582,5.3200971477659155e-15,7.734983758439178e-14,Not DE,Not DE
ENSBTAG00000005496,0.5561556684397151,5.824136321443258,77.36751868556156,5.4013479503342306e-15,7.847028057148356e-14,Not DE,Not DE
ENSBTAG00000002236,0.23140588529072745,6.346264345532223,77.36094869891201,5.412836619835989e-15,7.857627505216597e-14,Not DE,Not DE
ENSBTAG00000012687,0.5816541701809436,3.300948719735275,77.34524324137038,5.4404007267830786e-15,7.891528639368551e-14,Not DE,Not DE
ENSBTAG00000013046,0.5750247883485371,7.093215229364418,77.31565270475625,5.4927217408629045e-15,7.961260490758833e-14,Not DE,Not DE
ENSBTAG00000009614,-0.3506802160566859,6.899970757070914,77.26400176642271,5.5852761083587384e-15,8.089154524478449e-14,Not DE,Not DE
ENSBTAG00000015255,-0.4265863377647219,7.894335582705409,77.26148775255534,5.5898212062778785e-15,8.0894856545833e-14,Not DE,Not DE
ENSBTAG00000014725,-0.5271619617774054,7.102175687262314,77.23608736934172,5.635953781268648e-15,8.149954461015104e-14,Not DE,Not DE
ENSBTAG00000027534,0.7332134708213248,1.884090283446881,77.21397552582799,5.676428188405839e-15,8.202154254349564e-14,Not DE,Not DE
ENSBTAG00000053011,-0.6449936434617,1.4727334767095002,77.19681424728563,5.708044116185923e-15,8.241483419217288e-14,Not DE,Not DE
ENSBTAG00000001852,-1.139525852850476,0.338168017047288,77.1596383490931,5.777146960069805e-15,8.33483534862727e-14,Not DE,Not DE
ENSBTAG00000016854,-0.7479110105253342,1.1614570060361613,77.15359658957816,5.78845737153797e-15,8.344729199999468e-14,Not DE,Not DE
ENSBTAG00000001286,0.781886792175531,1.7682124624409443,77.14308970522879,5.808180225023946e-15,8.366726025916509e-14,Not DE,Not DE
ENSBTAG00000004813,0.6384401432286141,4.024086925621191,77.14058904435296,5.812884345756024e-15,8.367071084778313e-14,Not DE,Not DE
ENSBTAG00000010659,0.3873919629187426,7.039927889920072,77.12902413495351,5.834690031004751e-15,8.390399999530828e-14,Not DE,Not DE
ENSBTAG00000013527,0.8306021467509406,8.167875135314793,77.1272482675788,5.838045781648898e-15,8.390399999530828e-14,Not DE,Not DE
ENSBTAG00000049386,1.8306373993743104,-2.039253164810954,77.11476026972636,5.8616989912073e-15,8.417938758177472e-14,Not DE,Not DE
ENSBTAG00000000831,0.450631162426436,4.198148403495326,77.0628303560104,5.961105981503451e-15,8.554141439460657e-14,Not DE,Not DE
ENSBTAG00000017195,-0.5644907858085709,3.967473824089416,76.96997775467985,6.143134658906697e-15,8.808606476095672e-14,Not DE,Not DE
ENSBTAG00000006982,0.4979471939419454,7.679988062739982,76.96679163272711,6.149479902984645e-15,8.810963521547036e-14,Not DE,Not DE
ENSBTAG00000045808,1.7907109445682396,1.9582780774267297,76.9127841110343,6.258055048128696e-15,8.959679882122221e-14,Not DE,Not DE
ENSBTAG00000036257,0.2538768024246935,4.871445825253041,76.88709801466318,6.3103743599131386e-15,9.027688998407032e-14,Not DE,Not DE
ENSBTAG00000018894,0.4221999341535805,3.09254288459791,76.87818137411759,6.3286400427374596e-15,9.046914038210734e-14,Not DE,Not DE
ENSBTAG00000012858,0.7520702668701866,6.43320788837315,76.86099111098054,6.364005780617476e-15,9.090536001109156e-14,Not DE,Not DE
ENSBTAG00000020467,-1.2055796274879902,3.5471632034057645,76.82734112803898,6.433816024421145e-15,9.183255606525261e-14,Not DE,Not DE
ENSBTAG00000002742,-0.4232163303549768,5.509734925449505,76.75485049040587,6.5868575987290665e-15,9.394543246406504e-14,Not DE,Not DE
ENSBTAG00000052048,0.6934925351397142,4.177928826090097,76.69482257002323,6.716381605680617e-15,9.571992978863913e-14,Not DE,Not DE
ENSBTAG00000001609,-0.5184901124732616,2.9571554043837014,76.68584363309894,6.735976768001339e-15,9.592624666345981e-14,Not DE,Not DE
ENSBTAG00000031476,-0.8661815428198156,1.8094278366554468,76.67394159425528,6.762040618733251e-15,9.622430010302189e-14,Not DE,Not DE
ENSBTAG00000017395,-0.205573435644401,5.662167189960354,76.57132246544384,6.9910518210790335e-15,9.939722555682373e-14,Not DE,Not DE
ENSBTAG00000011446,1.0836224464028483,5.745507370996088,76.56771543827324,6.9992431832633195e-15,9.939722555682373e-14,Not DE,Not DE
ENSBTAG00000006797,1.0093559907014038,1.070520492365383,76.56697533422687,7.0009251232595536e-15,9.939722555682373e-14,Not DE,Not DE
ENSBTAG00000053835,2.8464291083220505,-2.637987681700609,76.56290966166783,7.010171977209627e-15,9.945316655933811e-14,Not DE,Not DE
ENSBTAG00000047621,1.5005549501165891,4.302860903123055,76.46589566415545,7.234533207320676e-15,1.0255853769924114e-13,Not DE,Not DE
ENSBTAG00000003665,-0.3840106147892238,8.377312406978524,76.44422669515673,7.285634139616565e-15,1.032048899550673e-13,Not DE,Not DE
ENSBTAG00000004568,0.34046559672767684,5.321755911060786,76.41857079273072,7.346611176011891e-15,1.0399006046045233e-13,Not DE,Not DE
ENSBTAG00000019687,-0.3868273637710746,2.346693636909176,76.3461971520976,7.521429889139424e-15,1.0638423966215997e-13,Not DE,Not DE
ENSBTAG00000000555,0.5297202882347742,4.967045226659203,76.24576070139572,7.77105402258722e-15,1.0983206895724518e-13,Not DE,Not DE
ENSBTAG00000007693,-1.216704417270411,2.423697542042389,76.18021284399732,7.938485124628594e-15,1.1211390333132213e-13,Not DE,Not DE
ENSBTAG00000051768,1.156553616109097,4.673000858665601,76.110735575197,8.119953319297814e-15,1.1457740691618005e-13,Not DE,Not DE
ENSBTAG00000055110,0.5241841370069763,1.6370626819176517,76.10877050884345,8.125146672621701e-15,1.1457740691618005e-13,Not DE,Not DE
ENSBTAG00000000039,0.3297308035313273,6.2540358071299655,76.05436702956766,8.270272792813796e-15,1.1644924057340566e-13,Not DE,Not DE
ENSBTAG00000010345,-0.6739976710948412,3.3408425198023015,76.05435202690343,8.27031317449458e-15,1.1644924057340566e-13,Not DE,Not DE
ENSBTAG00000026326,-0.3875683106293848,8.529017498472847,76.00468271888904,8.405107925562972e-15,1.1825835407881056e-13,Not DE,Not DE
ENSBTAG00000003935,0.7233567667457486,6.142387999007483,75.99578939313976,8.429477369522082e-15,1.185122546003101e-13,Not DE,Not DE
ENSBTAG00000051635,1.4105573757090546,3.3170890276549123,75.97580293437396,8.484506163506561e-15,1.191234419551654e-13,Not DE,Not DE
ENSBTAG00000021527,0.7430428492408024,4.115817528640583,75.975384479647,8.485662185056605e-15,1.191234419551654e-13,Not DE,Not DE
ENSBTAG00000014343,-0.3915815324710207,2.7850269971967787,75.95259230904655,8.5488698426034e-15,1.199209354193341e-13,Not DE,Not DE
ENSBTAG00000002381,0.23082710625857197,6.514353658760019,75.95014217166847,8.555692991111557e-15,1.199268828320282e-13,Not DE,Not DE
ENSBTAG00000021437,-0.7364775970311186,4.2956486803555904,75.92792113311313,8.617827125308204e-15,1.207075472013461e-13,Not DE,Not DE
ENSBTAG00000017863,0.6929563277300849,10.88193988644537,75.92424008484934,8.628164147039105e-15,1.2076207937241214e-13,Not DE,Not DE
ENSBTAG00000003432,-0.7968953312414648,1.0675583650949667,75.878499191315,8.757667213189764e-15,1.2248316510626073e-13,Not DE,Not DE
ENSBTAG00000000878,0.344575866256021,7.1232477237192375,75.87273391799538,8.774129438721842e-15,1.2262189396799856e-13,Not DE,Not DE
ENSBTAG00000009443,0.8298535214163082,-0.2868466086974507,75.8342249965248,8.884896722354716e-15,1.2407738410853184e-13,Not DE,Not DE
ENSBTAG00000001110,0.7646763666455079,3.856748729327,75.78650791964034,9.024121655009354e-15,1.259278212483472e-13,Not DE,Not DE
ENSBTAG00000001001,-0.8209188914825427,0.9083202979217184,75.73908482622049,9.164683043834896e-15,1.2779414056883169e-13,Not DE,Not DE
ENSBTAG00000052258,1.7138233515847443,0.42882150737837194,75.65897345660231,9.40719926545586e-15,1.3107830589881658e-13,Not DE,Not DE
ENSBTAG00000025942,-1.8254074849758195,2.6360283429801936,75.6558832471448,9.416683459227606e-15,1.311129752670019e-13,Not DE,Not DE
ENSBTAG00000038042,1.2864807648278664,7.530107597941127,75.62751390296243,9.504206893851772e-15,1.3223336406657464e-13,Not DE,Not DE
ENSBTAG00000009421,-1.3057437738772335,1.9934146966598925,75.62514291340459,9.511559012762352e-15,1.3223748327758105e-13,Not DE,Not DE
ENSBTAG00000002639,0.5211918767453692,7.363132721742735,75.60244169086948,9.582245323833261e-15,1.3312146746772357e-13,Not DE,Not DE
ENSBTAG00000021869,0.4574744484335119,4.027273377271423,75.5812415662851,9.648738978128073e-15,1.3394593865859125e-13,Not DE,Not DE
ENSBTAG00000043985,1.3602926440945706,2.123932882644134,75.54916993469082,9.750222119752104e-15,1.3525456161826362e-13,Not DE,Not DE
ENSBTAG00000007761,-0.44999442187654753,2.725561095021386,75.49785507735179,9.914854461291061e-15,1.3743660315018918e-13,Not DE,Not DE
ENSBTAG00000052941,1.153567378084047,-0.8560282180082374,75.48772384018365,9.947690329870932e-15,1.3778984809468672e-13,Not DE,Not DE
ENSBTAG00000037735,1.1500087486170327,6.793505825450617,75.4662809093398,1.0017552473423084e-14,1.386550597521581e-13,Not DE,Not DE
ENSBTAG00000008228,-0.7830091330861081,1.6388057547104498,75.41831970361635,1.0175620549525262e-14,1.407389702720686e-13,Not DE,Not DE
ENSBTAG00000021587,0.9553210452871032,5.0960264187563435,75.41255934703806,1.0194774745557373e-14,1.408999067157011e-13,Not DE,Not DE
ENSBTAG00000000940,-0.3167123135271394,6.624854900193138,75.38787372657323,1.02772740832439e-14,1.4193544111575084e-13,Not DE,Not DE
ENSBTAG00000019954,0.9427868800242024,6.234544979049796,75.37414567452645,1.0323446085809956e-14,1.4246811715328752e-13,Not DE,Not DE
ENSBTAG00000021219,-0.466807139943867,7.346691781227208,75.3647225871524,1.035526086259567e-14,1.428020190036096e-13,Not DE,Not DE
ENSBTAG00000010375,0.6176486531746728,6.8421517597433805,75.26104639812647,1.0711939197882554e-14,1.4761209743199778e-13,Not DE,Not DE
ENSBTAG00000014915,1.2987724651592607,2.1841280541599404,75.21834322302489,1.0862453972557931e-14,1.4957623063902142e-13,Not DE,Not DE
ENSBTAG00000019175,0.9145728090601084,3.16655772282099,75.21425545494984,1.0876974128892807e-14,1.4966620568985326e-13,Not DE,Not DE
ENSBTAG00000053179,1.1427703393135784,6.569325480054784,75.20186122767666,1.0921120178516446e-14,1.5014093423815781e-13,Not DE,Not DE
ENSBTAG00000049656,0.735038308764189,1.7673943663378944,75.20007491226501,1.0927497694938758e-14,1.5014093423815781e-13,Not DE,Not DE
ENSBTAG00000017545,0.9388273586828738,2.6091400468540327,75.19214496995046,1.0955854899915156e-14,1.5042027595553844e-13,Not DE,Not DE
ENSBTAG00000050948,-0.2597863771213791,6.032901013781992,75.1828429229961,1.0989213911918251e-14,1.507678315690044e-13,Not DE,Not DE
ENSBTAG00000012926,0.4573674526087606,6.541949078305727,75.11511091505804,1.1235243340433952e-14,1.5403050142141382e-13,Not DE,Not DE
ENSBTAG00000051070,0.8210032723225124,4.589782360936822,75.09965298757906,1.1292171817995628e-14,1.546978011996024e-13,Not DE,Not DE
ENSBTAG00000018130,0.8708377478042326,4.9446458505356805,75.07101932769113,1.1398398524070319e-14,1.5603899688794877e-13,Not DE,Not DE
ENSBTAG00000019164,0.7960265990811451,2.4262618705817505,75.037871225462,1.1522640641620914e-14,1.576246775654143e-13,Not DE,Not DE
